start_date,end_date,status,progress,duration_in_seconds,finished,recorded_date,response_id,distribution_channel,user_language,q1,q2,q2_3_text,q3_1,q4,q5_1,q5_2,q5_3,q5_4,q5_5,q5_6,q5_7,q5_8,q5_9,q5_10,q5_11,q5_12,q5_13,q5_14,q5_15,q5_16,q5_17,q5_18,q5_19,q5_20,q5_21,q5_22,q5_23,q5_24,q5_25,q5_26,q5_27,q5_28,q5_29,q5_30,q5_31,q5_32,q25,q25_5_text,q26,q26_9_text,q8_1,q8_2,q8_3,q8_4,q8_5,q8_6,q8_7,q8_8,q8_9,q8_10,q23_1,q23_2,q23_3,q23_4,q23_5,q23_6,q23_7,q23_8,q23_9,q23_10,q23_11,q23_12,q23_13,q23_14,q23_15,q23_16,q23_17,q23_18,q23_19,q23_20,q23_21,q23_22,q23_23,q23_24,q23_25,q23_26,q23_27,q23_28,q23_29,q23_30,q23_31,q23_32,q23_33,q9_1,q9_2,q9_3,q9_4,q9_5,q9_6,q9_7,q9_8,q9_9,q9_10,q9_11,q9_12,q9_13,q9_14,q9_15,q9_16,q10_1,q10_2,q10_3,q10_4,q10_5,q10_6,q10_7,q10_8,q10_9,q10_10,q10_11,q10_12,q10_13,q10_14,q10_15,q10_16,q22_1,q22_2,q22_3,q22_4,q22_5,q22_6,q22_7,q22_8,q22_9,q22_10,q13
2019-07-26T16:13:44Z,2019-07-26T16:39:39Z,0,100,1554,1,2019-07-26T16:39:39Z,R_31FOit7ubvCWXy6,anonymous,EN-GB,22,2,NA,7,5,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,1,2,1,1,1,2,2,1,2,NA,1,NA,1,5,2,4,4,3,4,3,6,2,1,1,7,6,2,7,1,5,6,7,4,2,2,7,6,2,4,7,6,7,1,5,3,5,7,1,3,1,5,1,6,3,3,6,5,1,4,3,3,6,6,5,1,4,6,6,5,5,1,5,5,1,2,4,6,4,4,1,2,1,4,6,4,4,1,1,1,4,5,1,3,4,1,1,1,NA
2019-07-26T22:33:32Z,2019-07-26T22:51:58Z,0,100,1106,1,2019-07-26T22:51:59Z,R_qXxorGf48QeELap,anonymous,EN-GB,22,2,NA,8,5,1,1,2,2,1,1,2,2,2,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,2,1,NA,3,NA,6,6,5,2,2,6,2,4,6,7,4,1,7,7,1,7,1,6,7,7,1,1,5,4,7,1,7,7,7,7,1,7,6,7,7,2,2,1,3,1,5,3,1,5,6,1,4,4,1,5,6,4,3,5,6,6,4,5,1,5,6,1,6,5,6,4,6,4,1,2,6,5,3,4,1,1,3,2,4,1,2,3,2,3,2,NA
2019-07-27T13:10:19Z,2019-07-27T13:30:31Z,0,100,1211,1,2019-07-27T13:30:32Z,R_2X6fXBrWZMsIp7O,anonymous,EN-GB,51,1,NA,3,6,1,1,2,2,1,1,1,2,2,1,1,1,2,1,1,1,1,2,2,2,2,1,1,2,2,2,2,NA,1,2,2,NA,1,NA,1,NA,3,7,6,5,5,4,4,6,2,2,5,2,6,6,3,6,2,4,6,6,5,2,5,6,7,4,6,6,6,7,2,2,4,2,6,2,3,2,4,2,6,5,2,5,5,3,2,1,1,3,5,4,3,5,6,5,2,5,1,4,6,4,4,4,6,6,5,2,3,1,5,3,2,4,2,2,2,2,3,2,3,3,3,4,3,A link to definition of some terms would be useful
2019-07-27T13:27:37Z,2019-07-27T13:42:28Z,0,100,890,1,2019-07-27T13:42:29Z,R_RrGXWyQV6pd7hDP,anonymous,EN-GB,19,1,NA,NA,3,1,1,1,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,2,1,2,1,2,2,2,2,1,NA,3,NA,3,4,2,1,1,1,1,1,1,5,1,3,4,1,1,4,7,4,7,3,4,7,7,3,4,7,6,5,7,7,2,1,6,6,7,3,2,7,1,7,7,5,1,3,3,3,3,2,1,3,4,3,4,3,3,4,2,4,2,5,6,3,6,6,6,4,6,3,1,1,1,1,1,6,6,2,4,3,5,2,2,5,1,4,2,NA
2019-07-27T13:35:05Z,2019-07-27T13:52:46Z,0,100,1060,1,2019-07-27T13:52:46Z,R_3e3TOyrhMXHp0rR,anonymous,EN-GB,50,2,NA,6,2,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,1,2,1,1,2,1,2,1,2,1,1,2,2,2,2,2,1,NA,1,NA,6,3,3,6,6,4,4,3,4,2,5,2,6,5,5,4,4,3,5,5,3,3,6,3,3,5,6,7,6,6,1,2,6,5,6,2,2,2,2,2,6,2,2,6,6,2,5,5,2,6,5,5,3,5,6,6,3,4,2,5,6,4,5,4,5,6,6,5,5,4,5,4,3,5,2,2,2,3,4,2,3,5,3,3,2,NA
2019-07-27T13:59:50Z,2019-07-27T14:18:10Z,0,100,1100,1,2019-07-27T14:18:11Z,R_1GvnnPbqX3K5tDs,anonymous,EN-GB,19,2,NA,NA,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,3,NA,1,NA,7,4,5,6,6,3,6,5,5,6,1,2,7,5,1,7,1,4,7,6,4,2,4,6,2,2,7,7,4,1,1,4,6,1,7,4,1,1,4,1,4,3,1,6,4,2,5,6,2,6,4,4,2,2,4,6,5,5,1,5,6,2,5,2,3,5,5,3,1,2,6,6,3,4,5,1,5,5,5,1,1,1,5,3,1,NA
2019-07-27T14:28:05Z,2019-07-27T14:53:44Z,0,100,1539,1,2019-07-27T14:53:45Z,R_NUOS5sLVBzUBySd,anonymous,EN-GB,19,2,NA,6,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,NA,1,NA,6,2,2,2,2,6,2,2,2,2,1,2,7,7,1,7,1,3,7,7,4,3,4,6,4,3,7,7,7,7,1,6,5,5,7,1,3,3,6,1,6,2,2,5,4,3,3,2,2,3,4,4,2,2,4,6,3,3,1,5,6,2,6,2,4,6,4,3,3,4,3,4,3,3,1,1,5,3,5,1,2,5,2,1,1,NA
2019-07-27T15:02:52Z,2019-07-27T15:14:27Z,0,100,695,1,2019-07-27T15:14:27Z,R_D6R5EA0zdSrnocx,anonymous,EN-GB,19,1,NA,2,2,2,1,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,NA,1,NA,6,7,6,2,2,4,2,6,5,3,3,3,4,4,4,4,5,6,4,2,4,6,3,5,6,5,6,3,5,7,3,2,4,4,5,3,2,3,2,2,3,2,1,5,4,3,4,4,1,5,5,4,3,5,6,5,4,4,1,4,4,5,5,2,6,3,3,4,5,3,2,2,2,6,5,4,2,1,2,2,5,4,4,4,3,NA
2019-07-27T15:50:17Z,2019-07-27T16:00:47Z,0,100,629,1,2019-07-27T16:00:48Z,R_3HjEyV8BUX13Nwa,anonymous,EN-GB,19,2,NA,4,2,1,1,1,2,1,2,2,2,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,NA,1,NA,7,5,5,7,7,5,7,7,7,7,1,2,7,5,1,4,1,2,7,7,5,4,4,5,6,4,6,7,7,7,1,6,5,5,7,1,1,2,3,2,4,3,2,5,5,4,5,5,3,4,4,4,3,4,5,6,4,5,3,4,5,3,4,4,4,4,3,3,2,3,4,3,3,3,3,1,1,3,4,3,2,5,3,2,1,NA
2019-07-27T16:20:57Z,2019-07-27T16:30:56Z,0,100,599,1,2019-07-27T16:30:57Z,R_2AZp0M1WbWkU2yo,anonymous,EN-GB,20,2,NA,2,3,1,1,2,2,1,2,1,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,1,1,2,2,2,2,1,2,2,2,1,NA,2,NA,4,6,3,1,1,5,1,2,7,7,1,1,7,7,1,7,1,4,7,7,7,2,5,6,7,3,7,7,7,7,1,6,6,7,7,1,2,3,3,3,6,2,3,6,4,1,3,2,1,6,5,6,2,2,6,5,6,2,1,4,4,1,4,2,3,6,4,1,4,2,5,4,1,1,1,1,2,2,4,1,2,5,5,1,3,NA
2019-07-27T18:00:33Z,2019-07-27T19:42:32Z,0,100,6118,1,2019-07-27T19:42:33Z,R_1Q5wjcNN9hHeT0I,anonymous,EN-GB,41,2,NA,3,6,1,1,2,2,1,1,1,1,2,1,1,1,2,1,1,2,2,2,1,2,1,2,1,1,1,1,2,2,1,2,2,2,2,NA,3,NA,6,6,5,4,5,3,6,6,4,5,2,2,2,5,2,4,6,6,7,4,4,1,6,3,2,2,6,6,6,4,2,4,3,2,4,4,4,2,2,2,4,3,2,5,5,4,5,3,1,6,5,3,3,4,6,4,5,4,5,6,6,6,6,5,6,6,5,2,2,3,6,1,3,3,2,1,5,4,5,1,2,5,3,3,1,NA
2019-07-28T15:23:07Z,2019-07-28T15:36:20Z,0,100,792,1,2019-07-28T15:36:21Z,R_2XmnQrpeSl0AJtZ,anonymous,EN-GB,19,2,NA,1,2,1,1,2,2,1,2,2,2,2,1,1,1,1,1,1,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,NA,3,NA,7,6,7,2,6,5,6,6,2,2,3,2,6,6,6,5,2,3,6,3,2,4,6,6,5,3,2,5,3,7,2,5,5,2,5,2,2,3,3,2,5,3,5,5,5,1,3,6,2,4,5,5,4,5,5,5,5,6,4,5,6,3,5,5,6,6,3,2,3,5,5,3,3,4,6,1,2,1,5,2,3,4,2,4,2,NA
2019-07-29T17:11:39Z,2019-07-29T17:24:23Z,0,100,764,1,2019-07-29T17:24:24Z,R_3PjyS8287iLTMa4,anonymous,EN-GB,19,2,NA,3,2,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,2,2,1,2,1,2,NA,1,2,2,1,2,2,2,2,1,1,NA,3,NA,4,4,2,2,2,4,4,4,4,5,2,2,7,4,2,7,1,3,6,4,2,3,5,6,7,3,6,7,6,7,2,6,5,6,6,2,2,2,4,1,6,2,1,5,5,3,5,5,2,4,4,4,2,5,5,6,4,4,1,5,5,2,4,5,6,5,5,4,3,2,3,4,3,4,3,1,5,2,4,1,2,4,2,2,1,NA
2019-07-29T20:14:33Z,2019-07-29T20:37:04Z,0,100,1351,1,2019-07-29T20:37:05Z,R_3oZo4MHJ4DlmnI7,anonymous,EN-GB,19,2,NA,3,2,1,2,1,2,1,1,1,2,2,1,1,1,1,1,2,2,2,2,1,2,2,1,2,1,2,1,2,1,1,2,2,1,1,NA,1,NA,5,3,3,2,5,2,6,5,6,6,2,1,7,6,2,6,2,3,6,6,3,1,5,4,7,1,6,6,6,7,1,3,3,3,6,4,3,1,3,1,5,2,3,6,6,4,4,3,2,4,5,3,3,4,6,6,4,5,3,5,4,3,5,3,6,6,4,4,2,3,5,3,3,5,2,1,4,3,5,2,2,5,4,3,1,NA
2019-07-30T09:59:20Z,2019-07-30T10:11:45Z,0,100,745,1,2019-07-30T10:11:46Z,R_pzPNXsY474KhsKR,anonymous,EN-GB,23,1,NA,1,5,1,1,2,2,1,1,1,2,2,2,1,1,1,1,1,2,1,2,1,2,2,2,1,2,2,2,2,1,1,2,2,2,1,NA,2,NA,5,4,4,6,7,6,4,2,4,4,6,1,7,6,1,6,4,3,7,7,1,3,2,6,6,2,7,7,7,7,2,3,7,3,7,1,1,3,2,2,6,2,1,6,6,1,1,1,4,6,4,2,1,1,6,6,1,3,1,6,6,1,1,1,6,5,6,2,1,1,4,6,1,1,1,1,1,1,3,2,5,4,1,1,3,NA
2019-07-30T13:22:39Z,2019-07-30T14:36:43Z,0,100,4444,1,2019-07-30T14:36:43Z,R_2wzVqL6pxCgde1J,anonymous,EN-GB,33,2,NA,2,6,2,2,1,2,1,1,1,2,2,1,1,1,1,2,2,1,1,2,1,2,2,1,2,1,1,1,2,2,1,2,1,1,2,NA,2,NA,7,3,5,2,5,6,5,7,5,5,2,1,7,6,1,6,1,3,7,7,3,1,5,5,7,1,7,7,7,7,1,6,5,5,7,1,3,1,4,2,7,1,2,6,6,3,3,3,1,5,6,4,3,4,6,6,4,4,1,6,5,1,4,3,6,6,6,4,2,2,6,5,2,2,3,1,4,3,5,1,1,5,4,1,1,NA
2019-07-30T14:25:27Z,2019-07-30T14:43:31Z,0,100,1083,1,2019-07-30T14:43:31Z,R_3Mb1LeEpBfgzWsC,anonymous,EN-GB,28,2,NA,1,5,1,1,1,2,1,2,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,2,1,2,2,1,2,2,2,1,NA,2,NA,5,2,4,6,4,1,4,6,6,5,5,1,6,5,1,6,1,7,6,6,1,2,4,6,7,2,7,7,6,7,2,4,7,4,7,1,1,2,4,3,6,3,2,5,6,2,2,5,1,5,4,4,2,4,6,6,4,5,2,6,6,2,3,3,5,5,4,2,1,1,5,6,3,4,2,1,2,3,4,1,1,5,2,1,1,NA
2019-07-31T16:58:40Z,2019-07-31T17:20:46Z,0,100,1326,1,2019-07-31T17:20:47Z,R_1gdbO6jzIrGrAGz,anonymous,EN-GB,18,1,NA,8,2,1,1,2,2,1,2,2,2,2,1,1,1,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,NA,1,NA,2,4,2,2,2,6,2,5,5,5,1,2,6,7,3,4,1,3,6,6,3,4,4,6,7,3,6,7,6,4,2,3,6,3,5,1,2,3,3,2,4,3,2,4,4,4,4,4,2,3,4,4,3,2,4,5,4,5,1,5,5,4,4,3,5,5,5,5,2,3,3,4,3,4,2,3,3,2,3,2,2,3,3,3,3,NA
2019-07-31T17:09:42Z,2019-07-31T17:24:20Z,0,100,877,1,2019-07-31T17:24:21Z,R_O36L35Jmya1F4dz,anonymous,EN-GB,20,2,NA,7,5,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,1,2,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,NA,3,NA,7,7,7,2,2,2,3,7,5,6,1,6,7,4,2,6,2,5,6,6,3,6,5,3,7,5,7,7,5,7,1,3,5,4,7,1,2,5,3,2,3,5,2,6,6,3,4,4,1,6,6,6,5,3,4,6,5,6,5,5,4,1,6,4,6,6,5,4,1,5,1,4,3,4,4,1,4,3,3,1,2,4,2,3,1,NA
2019-07-31T17:09:07Z,2019-07-31T17:26:23Z,0,100,1035,1,2019-07-31T17:26:23Z,R_C9MFprpcrwLToFr,anonymous,EN-GB,21,2,NA,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,3,NA,9,Secular,5,6,6,3,2,2,5,7,6,6,2,1,7,6,2,7,1,6,7,7,4,2,6,6,7,1,7,7,7,7,1,5,7,2,6,1,1,2,5,2,3,3,4,6,6,3,4,2,1,5,5,3,3,3,6,6,3,4,1,5,5,1,5,4,6,6,4,2,2,1,6,3,3,3,1,1,5,5,5,1,1,5,3,NA,1,NA
2019-07-31T17:04:40Z,2019-07-31T17:26:48Z,0,100,1327,1,2019-07-31T17:26:48Z,R_qINFjy0iTAn29nb,anonymous,EN-GB,25,2,NA,9,5,1,1,2,2,1,2,2,2,2,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,NA,3,NA,7,6,6,5,6,6,6,7,4,4,2,2,6,4,2,5,3,6,7,7,4,3,4,4,6,2,7,7,5,6,2,4,3,4,6,4,4,3,3,2,3,2,3,5,4,3,5,6,2,4,4,4,4,3,5,6,3,5,3,5,6,1,6,5,6,5,5,4,3,5,5,4,4,5,4,1,5,1,3,2,2,5,2,2,1,NA
2019-07-31T17:19:24Z,2019-07-31T17:37:41Z,0,100,1096,1,2019-07-31T17:37:41Z,R_2xMdhnmLxgjVxD4,anonymous,EN-GB,27,2,NA,8,3,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,2,1,1,NA,1,NA,7,5,5,2,3,6,2,5,2,2,2,1,4,4,5,3,2,1,6,3,4,1,3,3,5,1,7,5,7,7,1,2,4,2,3,2,2,1,2,2,4,1,3,4,3,3,3,3,3,4,4,3,3,3,5,5,4,4,2,4,4,5,4,2,3,2,3,2,3,2,3,3,3,5,2,4,2,2,2,1,2,2,2,4,4,Went a little long. Some of the things I have chosen will probably not be liked. Perhaps it’s because of my lack of knowledge or my naiveness on the subjects such as animal cruelty and the state of our ecosystem.
2019-07-31T17:34:37Z,2019-07-31T17:50:26Z,0,100,949,1,2019-07-31T17:50:27Z,R_eECXxLcde3fgdWh,anonymous,EN-GB,23,2,NA,7,5,1,1,2,2,1,1,1,2,2,1,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,NA,3,NA,6,6,6,6,6,2,6,6,6,6,3,2,4,2,2,6,2,2,6,5,4,1,4,4,6,2,4,6,2,6,2,3,2,2,4,2,4,2,2,2,4,4,2,6,5,3,4,4,1,5,5,4,4,4,5,5,4,5,2,4,5,3,4,4,6,6,6,2,1,4,6,5,2,2,2,2,4,3,4,2,3,4,4,2,2,NA
2019-07-31T17:46:27Z,2019-07-31T17:57:43Z,0,100,676,1,2019-07-31T17:57:44Z,R_2xJYuLpTJtkiamg,anonymous,EN-GB,66,2,NA,5,6,2,2,1,2,2,1,2,2,2,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,NA,1,NA,1,2,5,1,1,3,3,2,5,7,1,1,7,7,1,7,2,1,7,7,7,1,6,7,2,2,7,7,7,7,1,6,7,2,7,1,6,2,5,2,6,6,3,6,6,1,3,2,2,5,5,4,2,6,6,6,5,5,1,6,6,1,4,6,6,5,6,2,1,1,6,6,4,4,1,1,5,4,5,1,1,5,4,1,1,NA
2019-07-31T16:46:36Z,2019-07-31T18:03:47Z,0,100,4631,1,2019-07-31T18:03:47Z,R_eVsinNJvEPrLcMV,anonymous,EN-GB,35,2,NA,8,2,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,NA,NA,NA,4,5,4,2,2,4,4,5,4,4,3,3,4,5,5,4,4,4,5,3,4,3,5,4,3,3,6,5,4,5,3,3,4,3,4,3,4,3,4,4,4,6,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,5,2,4,3,6,2,3,4,3,2,5,2,4,4,4,4,2,2,3,3,4,2,3,2,2,NA
2019-07-31T18:04:18Z,2019-07-31T18:13:26Z,0,100,547,1,2019-07-31T18:13:26Z,R_Z3ONsi8RTgJRQFX,anonymous,EN-GB,34,2,NA,8,6,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,1,2,2,2,2,2,1,NA,1,NA,4,1,1,1,1,6,1,7,2,7,2,1,5,7,1,3,1,7,6,7,2,1,7,7,7,2,7,7,7,7,1,7,7,2,7,1,1,1,1,1,7,2,1,5,6,2,2,1,1,2,5,1,1,1,5,6,2,3,1,4,4,2,2,1,5,5,2,2,1,2,5,2,2,1,1,1,5,1,5,1,2,5,1,1,5,NA
2019-07-31T18:33:17Z,2019-07-31T18:39:52Z,0,100,394,1,2019-07-31T18:39:52Z,R_3HNuJv0b62appY1,anonymous,EN-GB,26,2,NA,1,3,1,1,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,2,1,2,2,1,2,2,2,1,NA,3,NA,5,5,4,6,6,2,6,6,6,6,1,4,1,7,1,1,1,1,4,7,1,1,6,6,2,7,5,7,6,5,1,1,3,3,4,1,1,1,4,2,7,1,3,4,4,5,4,5,4,5,5,3,4,4,5,4,4,3,4,4,3,2,4,5,5,5,2,5,5,4,6,5,6,4,NA,5,5,3,5,1,1,5,2,2,3,NA
2019-07-31T18:36:25Z,2019-07-31T18:48:49Z,0,100,744,1,2019-07-31T18:48:50Z,R_3GjItFmJQWNzd68,anonymous,EN-GB,24,2,NA,5,1,1,1,2,2,1,1,1,2,2,2,1,1,1,2,1,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,1,2,1,NA,3,NA,5,4,4,6,5,3,4,4,4,5,3,1,3,4,4,4,4,1,4,3,2,3,4,4,2,2,3,4,4,4,4,4,4,3,4,4,4,2,4,4,2,4,4,4,5,4,4,3,2,4,5,4,4,4,5,5,4,5,2,5,4,4,5,2,4,6,5,2,5,4,6,6,4,5,3,3,3,2,2,2,4,2,2,2,3,NA
2019-07-31T18:51:49Z,2019-07-31T19:15:11Z,0,100,1402,1,2019-07-31T19:15:11Z,R_1C6SlXPD99sypMd,anonymous,EN-GB,27,2,NA,NA,3,1,1,2,2,1,1,1,2,2,1,2,1,1,1,2,2,2,2,1,2,2,1,1,2,2,1,1,1,1,2,2,1,1,NA,1,NA,6,2,6,6,4,5,4,6,6,4,1,1,6,4,2,5,1,3,7,6,1,1,3,4,7,3,7,6,7,7,1,2,6,1,7,2,1,1,2,1,5,3,2,4,5,1,3,4,1,4,4,4,1,2,5,6,2,4,1,5,6,4,5,2,6,5,4,1,1,2,5,2,4,3,1,1,3,3,4,1,1,5,1,1,1,NA
2019-07-31T19:20:17Z,2019-07-31T19:40:18Z,0,100,1201,1,2019-07-31T19:40:19Z,R_2eaR6mq4flA9ES4,anonymous,EN-GB,36,2,NA,NA,6,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,9,NA,3,3,3,2,2,2,2,2,2,6,4,2,6,6,2,6,2,6,6,6,4,2,4,6,6,2,7,6,6,7,2,6,6,5,6,1,4,2,4,4,6,3,2,5,5,2,3,5,2,4,5,3,3,3,5,5,3,3,1,4,5,1,2,3,6,6,6,2,1,1,3,2,2,4,1,1,5,3,4,2,2,4,4,4,2,NA
2019-07-31T19:40:56Z,2019-07-31T19:54:31Z,0,100,814,1,2019-07-31T19:54:31Z,R_2CrcR40kjCUnygA,anonymous,EN-GB,26,2,NA,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,4,NA,9,NA,2,3,4,5,6,6,5,5,7,5,1,1,6,3,1,5,1,1,5,5,2,1,6,6,7,1,6,7,4,6,1,1,3,1,7,1,1,1,3,1,6,2,1,4,3,2,4,5,2,3,5,4,2,2,3,6,5,5,2,5,6,2,4,6,6,5,5,6,1,5,6,6,4,4,4,1,5,5,5,5,2,5,2,1,1,NA
2019-07-31T20:04:59Z,2019-07-31T20:17:47Z,0,100,768,1,2019-07-31T20:17:48Z,R_PND1kAKkGYxDBNn,anonymous,EN-GB,46,2,NA,4,2,1,1,1,2,1,1,2,2,2,1,1,1,2,2,1,2,2,2,1,2,2,1,1,2,2,2,1,1,1,2,2,2,1,NA,3,NA,7,6,6,7,7,7,7,7,6,4,1,1,2,2,2,2,4,4,4,4,4,4,4,4,4,5,2,6,2,4,2,4,6,2,3,2,2,4,4,4,2,2,2,6,6,3,5,5,2,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,3,6,6,6,3,4,3,1,1,2,2,5,3,5,2,4,3,3,NA
2019-07-31T20:26:07Z,2019-07-31T20:43:39Z,0,100,1051,1,2019-07-31T20:43:40Z,R_27rFnRIbl4OiqCO,anonymous,EN-GB,28,2,NA,5,5,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,3,NA,9,Respectful atheist,6,3,2,4,4,3,4,5,4,5,2,1,7,7,1,7,4,5,6,6,6,1,4,7,7,1,7,6,7,7,1,4,3,4,6,1,6,1,7,2,6,1,4,4,5,2,3,4,2,4,5,5,4,3,5,5,4,4,2,4,5,3,5,4,5,5,5,5,4,5,5,5,4,4,4,1,3,2,4,1,3,3,3,1,1,NA
2019-07-31T21:35:22Z,2019-07-31T21:52:53Z,0,100,1051,1,2019-07-31T21:52:54Z,R_1CCkoupQGDXafgL,anonymous,EN-GB,42,2,NA,8,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,2,1,2,2,2,2,2,2,1,NA,1,NA,5,5,3,3,3,3,5,6,2,5,2,2,6,6,3,6,3,3,6,6,3,3,6,5,6,2,7,7,6,7,1,4,5,3,6,2,2,2,5,2,4,2,4,5,5,2,5,3,1,5,4,4,4,5,5,4,4,5,1,5,5,5,6,6,6,6,5,1,4,4,5,1,5,3,2,1,5,1,4,2,2,2,2,3,2,NA
2019-07-31T22:09:37Z,2019-07-31T22:20:01Z,0,100,623,1,2019-07-31T22:20:01Z,R_1FtbCIDVwNEFF1s,anonymous,EN-GB,21,2,NA,8,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,3,NA,1,NA,6,5,2,5,5,6,5,7,6,2,2,1,7,4,1,7,4,4,5,7,2,2,7,4,4,3,7,7,3,7,2,3,3,1,7,2,2,2,4,2,6,1,1,5,5,2,3,5,2,4,5,5,4,5,6,6,5,4,1,6,6,1,4,4,5,6,6,3,1,2,6,5,4,5,1,1,4,5,5,1,2,5,3,1,2,NA
2019-07-25T11:15:55Z,2019-07-25T11:39:04Z,0,94,1388,0,2019-08-01T11:39:45Z,R_1Lpp9GTIykVbeyQ,anonymous,EN-GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-07-25T17:12:18Z,2019-07-25T17:12:38Z,0,38,19,0,2019-08-01T17:13:04Z,R_3kBaMQZl8GOMmFS,anonymous,EN-GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
